 ,Area,Mean,Min,Max
1,2361.691,108.404,38,255
2,1025.618,91.084,34,220
3,1244.975,105.797,39,250
4,656.382,65.442,31,143
5,656.382,65.442,31,143
6,1032.374,107.337,39,250
7,1077.755,78.003,30,229
8,703.001,73.439,32,140
9,705.704,89.033,31,226
10,1391.476,104.555,40,216
11,1237.430,87.978,30,230
12,1671.190,70.749,28,255
13,1234.277,73.052,30,239
14,833.061,76.129,27,189
15,995.552,62.114,26,142
