 ,Area,Mean,Min,Max
1,1736.389,46.581,16,152
2,1309.724,46.131,17,190
3,1016.835,41.743,14,132
4,4831.147,48.166,17,131
5,708.744,38.004,17,75
6,537.019,39.874,16,122
7,1441.585,49.744,19,255
8,1056.134,49.190,16,246
9,622.150,39.866,17,65
