 ,Area,Mean,Min,Max
1,905.354,96.009,43,255
2,704.014,109.785,50,255
3,2834.300,100.048,37,194
4,2854.569,116.454,35,255
5,3530.207,95.133,31,255
6,2419.796,72.236,27,207
7,3455.549,101.686,47,220
8,3552.503,69.140,30,183
9,2171.499,108.258,43,221
10,3271.775,98.634,42,255
11,2196.498,92.487,39,220
