 ,Area,Mean,Min,Max
1,813.806,96.108,36,246
2,716.852,138.187,36,255
3,1311.413,136.077,51,250
4,1144.192,95.112,33,230
5,787.118,110.857,40,255
6,1099.938,66.850,32,198
7,1435.392,81.331,30,226
8,1290.806,66.689,30,218
9,1388.098,67.784,29,184
10,1281.009,72.743,30,236
11,1169.078,80.838,41,180
12,857.722,99.860,46,212
13,924.272,78.064,41,154
14,881.369,74.764,31,155
15,1484.376,106.919,46,255
16,1573.898,122.739,52,255
