 ,Area,Mean,Min,Max
1,1459.828,49.141,20,105
2,1184.618,46.419,16,170
3,1818.141,49.769,16,245
4,909.070,66.009,20,255
5,1948.877,47.263,14,89
6,1980.294,48.364,15,91
7,1144.305,43.999,13,80
8,840.155,44.152,11,84
