 ,Area,Mean,Min,Max
1,921.232,61.762,19,232
2,809.752,60.721,19,251
3,948.595,53.732,18,198
4,951.973,99.057,28,233
5,877.428,64.279,28,230
6,1698.553,70.041,20,230
7,1312.426,56.709,20,168
8,576.995,135.517,35,224
9,1710.714,74.111,20,255
10,1113.113,49.051,17,119
11,1098.024,63.887,19,198
12,660.098,114.566,32,243
13,897.922,67.250,23,239
14,897.922,67.250,23,239
15,843.871,90.148,26,225
16,843.871,90.148,26,225
17,1022.240,57.517,18,126
