 ,Area,Mean,Min,Max
1,1196.892,151.492,37,255
2,313.834,125.180,36,255
3,730.026,120.271,28,255
4,1464.445,94.227,25,255
5,1175.609,100.483,41,255
6,1224.481,69.855,27,255
7,1384.382,89.286,16,255
8,577.332,67.917,25,255
9,1343.956,83.248,23,255
10,892.517,74.890,22,255
11,1060.188,100.629,29,255
12,1181.352,75.819,16,255
13,903.665,77.639,22,255
14,621.587,87.310,28,255
15,391.194,55.533,19,105
