 ,Area,Mean,Min,Max
1,990.485,55.965,17,176
2,1755.644,85.522,30,230
3,1372.220,67.705,21,244
4,904.679,135.059,51,238
5,1349.586,154.849,30,254
6,2259.445,155.923,43,255
7,628.005,165.150,67,252
8,846.236,159.012,38,242
9,562.468,177.630,67,254
10,499.296,189.615,74,255
11,474.298,171.640,67,234
12,874.951,55.622,21,128
13,1337.763,150.095,35,255
14,5064.580,132.858,34,247
15,1238.782,61.263,20,234
