 ,Area,Mean,Min,Max
1,1845.504,53.349,18,137
2,1119.194,63.218,24,113
3,842.182,60.920,21,141
4,389.843,50.821,28,84
5,389.843,50.821,28,84
6,268.228,44.662,23,139
7,1163.448,53.774,17,124
8,533.416,44.612,17,128
9,781.713,94.384,30,255
10,857.384,75.087,36,169
11,651.315,78.691,30,221
