 ,Area,Mean,Min,Max
1,1560.047,74.101,28,255
2,525.984,80.517,29,216
3,703.677,50.539,17,160
4,961.432,73.235,21,254
5,1359.383,95.509,24,255
6,985.530,51.397,19,255
7,1341.479,69.544,22,244
8,731.378,79.590,23,167
9,899.949,126.359,39,254
10,740.499,125.341,39,255
11,1189.460,106.490,29,242
12,1071.899,113.470,42,255
13,462.812,88.971,19,236
14,1622.994,149.771,30,255
15,1128.990,174.698,55,255
16,676.651,170.745,42,255
17,646.923,81.430,25,223
18,1100.276,111.745,42,255
