 ,Area,Mean,Min,Max
1,3602.500,82.429,35,255
2,1849.220,68.334,20,222
3,2998.480,78.244,31,251
4,1048.252,156.004,49,241
5,1614.774,86.400,31,252
6,1005.011,79.237,30,228
7,1214.796,78.620,26,201
8,1214.796,81.265,26,214
9,703.001,90.979,30,239
10,1042.847,59.170,20,134
11,1159.394,66.655,25,134
12,906.706,67.861,28,239
13,886.774,69.903,25,227
