 ,Area,Mean,Min,Max
1,637.802,72.827,34,253
2,446.934,51.678,30,81
3,628.230,104.414,26,255
4,968.527,57.923,20,125
5,1121.896,49.421,18,98
6,1349.586,53.112,18,255
7,1356.343,40.958,13,103
8,1787.062,46.802,17,97
9,651.652,53.838,23,143
10,593.885,58.126,19,255
11,1051.292,65.275,24,255
12,1653.623,58.272,20,173
13,494.905,46.901,21,123
14,755.025,50.786,26,107
