 ,Area,Mean,Min,Max
1,2455.943,85.930,48,250
2,1303.981,76.491,46,231
3,1513.090,70.810,41,201
4,898.260,87.457,46,175
5,1424.244,80.342,49,228
6,1996.847,97.095,57,228
7,757.052,96.478,52,205
8,1119.419,85.708,48,191
9,450.312,100.425,57,210
10,869.095,130.786,67,215
11,974.157,87.434,51,199
12,1916.108,97.441,54,224
13,717.527,102.819,58,218
14,1599.910,85.916,45,164
15,905.692,96.832,57,154
