 ,Area,Mean,Min,Max
1,1310.737,73.070,24,193
2,3031.586,110.070,32,241
3,752.998,109.026,33,237
4,1135.409,75.653,23,234
5,911.097,100.424,28,255
6,788.694,68.981,24,242
7,1197.568,69.170,22,249
8,1245.200,63.077,22,212
9,2127.245,131.100,42,253
10,1149.260,133.892,39,235
11,714.487,70.187,27,194
12,1635.043,90.334,27,246
13,1119.532,78.248,24,216
14,640.504,119.994,35,233
15,582.400,85.613,35,217
