 ,Area,Mean,Min,Max
1,1564.439,67.649,30,175
2,1422.105,63.730,30,135
3,1272.226,103.514,41,224
4,2135.015,75.912,30,216
5,3670.739,100.764,33,242
6,1621.530,61.176,30,149
7,1446.878,88.609,31,255
8,1320.196,80.575,32,254
9,651.990,100.891,40,180
10,988.120,87.637,33,223
11,1413.547,79.846,38,191
