 ,Area,Mean,Min,Max
1,1238.444,101.423,45,252
2,944.879,103.034,43,233
3,1397.894,88.787,40,255
4,1122.797,82.945,34,244
5,1057.373,86.072,38,249
6,591.521,97.849,37,249
7,1267.158,101.092,45,252
8,415.179,84.952,40,242
9,266.426,75.625,35,121
10,424.638,88.182,34,255
11,711.109,94.275,40,246
