 ,Area,Mean,Min,Max
1,2243.480,47.454,18,100
2,1797.554,42.622,17,84
3,2116.797,39.105,18,95
4,2106.662,60.122,31,104
5,871.920,54.250,30,105
6,1675.600,57.041,30,101
7,1044.885,55.242,30,116
8,2310.031,63.448,23,116
9,1996.870,63.584,29,132
10,1565.808,59.824,32,103
11,1505.675,61.934,33,109
12,1062.790,61.971,33,103
