 ,Area,Mean,Min,Max
1,1211.094,51.399,26,110
2,1487.095,50.500,26,107
3,1471.218,70.882,41,153
4,1233.503,58.272,33,111
5,1297.915,56.572,31,97
6,529.255,57.325,34,101
7,515.855,59.855,36,108
8,1198.257,46.763,30,82
9,1096.234,61.089,31,102
10,1184.406,58.738,35,88
11,1298.928,56.636,30,121
12,1544.863,69.981,32,130
13,1728.188,50.622,29,100
