 ,Area,Mean,Min,Max
1,1785.393,64.619,18,121
2,2520.495,76.664,29,222
3,2928.134,69.422,19,189
4,3229.922,84.362,30,183
5,2309.355,82.625,34,247
6,1955.317,68.205,20,189
7,1764.785,74.778,24,247
8,2265.776,60.601,22,181
9,1667.492,69.554,22,116
10,1270.551,78.789,22,144
