 ,Area,Mean,Min,Max
1,2183.010,38.020,18,73
2,2351.921,44.184,19,121
3,1423.922,74.505,32,132
4,995.563,88.445,42,167
5,4034.616,55.217,28,115
6,1839.106,65.904,29,145
7,1727.963,75.833,38,155
8,1671.884,58.977,26,124
9,858.407,88.351,49,167
10,709.428,63.300,30,109
11,1959.371,56.063,24,103
