 ,Area,Mean,Min,Max
1,8853.317,61.081,15,127
2,1090.829,67.284,26,123
3,1513.445,69.184,31,138
4,2531.643,70.389,23,219
5,914.486,67.833,28,169
6,907.392,97.394,32,182
7,1383.046,74.797,30,183
8,1332.710,66.891,33,149
9,1492.163,68.304,31,119
10,2218.819,72.452,26,249
