 ,Area,Mean,Min,Max
1,1613.441,63.120,30,113
2,1519.526,63.637,31,129
3,1253.322,73.196,38,106
4,2307.666,66.618,26,118
5,2209.698,48.350,19,103
6,1260.078,53.350,27,96
7,2162.290,56.875,27,116
8,1469.528,35.907,16,80
9,1460.745,54.928,25,126
10,1661.749,70.874,39,120
11,1331.359,45.593,22,89
