 ,Area,Mean,Min,Max
1,1965.114,97.511,29,166
2,1450.948,65.603,25,162
3,905.365,61.714,24,125
4,1557.700,68.738,25,207
5,961.781,66.794,21,170
6,1642.831,66.729,25,177
7,816.179,67.510,25,251
8,1159.069,70.351,30,104
9,977.659,63.342,20,167
10,875.974,56.608,22,188
11,873.609,67.238,26,172
12,1434.395,51.596,20,129
13,3081.618,62.519,19,116
