 ,Area,Mean,Min,Max
1,1698.572,50.165,26,122
2,1317.170,38.232,18,113
3,1155.016,43.199,20,108
4,1040.719,38.606,19,104
5,1350.953,42.529,17,118
6,1298.928,46.244,18,109
7,1963.087,42.979,16,89
8,1404.329,37.079,17,88
9,1361.763,35.103,16,82
10,2635.692,38.108,18,104
11,1622.224,43.636,24,84
12,3836.314,37.706,18,84
13,1128.665,38.937,20,77
14,1032.386,40.324,20,98
