 ,Area,Mean,Min,Max
1,3587.001,47.745,19,109
2,1350.277,41.791,21,81
3,1236.769,49.250,27,122
4,716.184,54.362,22,129
5,942.863,43.956,23,82
6,1322.576,44.767,22,120
7,2152.944,46.239,26,112
8,1875.253,47.670,25,124
9,990.496,59.198,33,122
10,652.673,49.185,25,123
11,1975.587,42.515,21,110
