 ,Area,Mean,Min,Max
1,1319.873,72.831,28,247
2,2121.188,85.885,28,255
3,2426.918,76.394,21,194
4,2779.942,70.623,24,231
5,2374.217,72.668,24,242
6,1445.205,71.830,34,209
7,1694.856,85.337,30,213
8,1966.128,88.444,40,233
9,1194.879,93.231,30,254
