 ,Area,Mean,Min,Max
1,2256.993,66.072,34,123
2,1866.470,64.263,30,120
3,1738.323,69.326,40,103
4,1110.761,63.526,35,161
5,958.065,61.932,24,92
6,885.996,62.102,25,117
7,981.713,61.475,30,89
8,2311.382,66.115,31,107
9,1210.418,62.403,28,92
10,3272.150,71.809,30,175
11,1451.624,67.156,32,154
12,805.707,68.332,34,111
