 ,Area,Mean,Min,Max
1,1372.573,52.883,26,104
2,1697.896,45.027,17,109
3,1858.700,58.573,27,117
4,1141.165,50.405,24,103
5,1644.183,49.657,21,95
6,1386.762,47.431,25,90
7,1945.520,54.974,22,133
8,1588.555,54.459,27,120
9,960.092,49.211,29,70
10,856.380,50.776,30,89
11,933.404,44.826,25,72
