 ,Area,Mean,Min,Max
1,1777.960,53.049,25,120
2,2130.647,55.273,24,97
3,1278.321,77.556,35,144
4,1218.188,68.510,38,101
5,965.497,82.825,53,175
6,2515.427,60.497,26,97
7,1876.267,57.128,25,96
8,1998.559,60.978,25,104
9,949.619,65.819,31,106
10,1138.462,69.278,44,111
