 ,Area,Mean,Min,Max
1,1458.380,50.290,14,183
2,1385.073,61.026,14,125
3,2307.328,56.994,16,172
4,1360.412,55.300,18,161
5,2390.433,64.196,17,214
6,967.186,48.025,15,137
7,1204.000,62.583,17,213
8,2021.193,60.288,17,147
9,2038.422,50.341,14,125
10,959.416,55.257,13,98
11,1585.176,57.492,16,157
