 ,Area,Mean,Min,Max
1,1145.894,45.893,20,99
2,1250.957,41.248,18,105
3,1592.496,45.556,25,114
4,763.592,52.476,30,101
5,1225.508,52.115,25,110
6,966.848,56.657,29,104
7,1325.954,49.135,24,89
8,450.993,61.874,31,99
9,736.453,51.072,30,102
10,706.049,60.887,33,125
11,1960.385,52.353,22,124
12,805.369,50.637,26,116
