 ,Area,Mean,Min,Max
1,1682.357,66.680,29,173
2,1497.117,65.771,33,148
3,1427.301,66.117,30,178
4,1460.069,68.797,36,148
5,1149.610,73.275,27,232
6,1017.522,77.010,40,177
7,1280.348,87.909,43,218
8,1467.501,92.543,48,204
9,2098.216,70.141,26,196
10,2160.601,70.297,23,162
