 ,Area,Mean,Min,Max
1,6631.120,80.870,43,162
2,2136.953,74.221,43,130
3,3263.029,83.452,49,178
4,3492.072,87.509,52,159
5,5040.539,77.041,46,158
6,1545.201,80.408,37,139
7,2293.140,76.226,34,142
8,2107.338,74.601,36,135
9,2156.660,72.857,38,143
10,917.188,76.819,44,108
11,591.865,74.681,42,101
12,1013.806,68.992,38,106
13,2799.536,70.599,37,157
14,3704.563,75.849,46,113
