 ,Area,Mean,Min,Max
1,884.757,55.435,31,125
2,453.020,56.100,30,91
3,703.009,56.264,28,146
4,2701.905,37.137,17,91
5,2388.406,39.146,19,83
6,1255.461,41.443,18,81
7,2561.371,44.079,18,98
8,2809.671,37.973,17,69
9,1461.083,46.940,21,110
10,2193.144,42.372,21,94
11,714.157,74.794,37,120
12,951.308,43.459,22,80
13,485.451,52.113,31,79
14,1087.113,57.284,27,132
