 ,Area,Mean,Min,Max
1,561.799,60.961,24,145
2,631.390,87.172,45,158
3,811.225,105.482,42,176
4,709.765,61.888,30,138
5,5007.207,103.064,40,208
6,1719.855,67.959,28,183
7,769.560,55.654,27,138
8,437.818,39.701,16,113
9,241.543,42.640,16,91
10,711.117,47.113,22,130
11,838.476,47.341,19,124
